Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Healthcare,Financials,Information Technology,Utilities
187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
61.49770051871658,34.098930481283425,31.82860978074866,30.815561604278074,25.88299468449198,31.15946517647059,19.9626406684492,21.6860427486631,34.854759320855614
12.045352493861692,6.91835045366783,6.806796666190165,6.453543131590044,2.11453209303303,3.7322188982088385,8.220725708833962,3.5860502438251465,5.51830473548218
38.310001,18.15,15.86,16.74,19.73,21.940001,5.670187,13.65,23.040001
51.92,29.82,25.924999999999997,26.189999999999998,24.46,28.1800005,11.705930500000001,19.5600005,29.380000000000003
58.110001,34.790001,34.599998,31.610001,26.48,31.84,21.299755,22.610001,35.98
71.494999,39.8500005,37.4500005,36.770000499999995,27.5,33.795,27.952884,24.1849995,39.875
90.389999,46.029999,41.900002,40.189999,29.299999,36.650002,30.836718,28.26,43.459999
