Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Healthcare,Financials,Information Technology,Utilities
179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
36.346983217877096,26.410558681564247,27.682904999999998,30.941173134078213,22.167374329608936,29.848435759776542,23.053111167597766,19.576703960893855,26.143798804469277
11.475539436471374,3.9349713892922815,4.002102608050316,3.3076387464189825,1.482359350790871,1.67413529549108,2.4672046895505604,1.9801639127855342,4.619133973701283
21.0,17.23,18.01,20.940001,18.0,25.219999,15.938262,13.64,17.5
24.884999,23.755000000000003,24.7749995,29.95,21.26,28.724999500000003,21.994313,18.995,22.200001
34.41,26.799999,28.389999,31.709999,22.83,30.02,23.484972,20.040001,25.209999
47.3600005,29.045,30.404999500000002,33.429998499999996,23.24,31.200001,24.3948005,20.965000500000002,30.909999499999998
59.369999,35.0,35.650002,35.290001,24.26,32.639999,27.684809,22.35,33.389999
