Date,Open,High,Low,Close,Adj Close,Volume
2003-01-01,17.912266,19.171406,17.912266,18.919579,12.226176,3583564
2003-01-08,18.724613,19.496344,18.683996,19.293259,12.467651,5544426
2003-01-15,19.333876,19.333876,18.456539,18.456539,11.926953,8345564
2003-01-22,18.318439,18.456539,17.384239,17.717302,11.449245,14912580
2003-01-29,17.424858,17.822908,17.091795,17.262388,11.155269,8082254
2003-02-05,17.408611,17.546709,16.596264,16.661251,10.766802,8927460
2003-02-12,16.758734,17.327375,16.328188,17.213648,11.123774,6001125
2003-02-19,17.213648,17.311129,16.515028,16.969942,10.966283,5182264
2003-02-26,16.937449,17.303005,16.669374,16.669374,10.772053,7601918
2003-03-05,16.612511,16.913078,15.905768,15.938262,10.299593,8225666
2003-03-12,15.913891,17.416735,15.556458,17.327375,11.197260,15228086
2003-03-19,17.303005,18.017872,17.173031,17.473598,11.291758,7310540
2003-03-26,17.384239,17.497969,16.864338,17.311129,11.237063,4373496
2003-04-02,17.668562,18.456539,17.619822,17.928513,11.637820,13012409
2003-04-09,17.952885,18.529652,17.627945,18.480909,11.996392,5798995
2003-04-16,18.740862,19.065800,18.196589,19.057676,12.370790,6599761
2003-04-23,19.138910,19.252640,18.545898,18.943949,12.296967,13397589
2003-04-30,18.830219,19.480097,18.651503,19.341997,12.555346,21803226
2003-05-07,19.293259,19.447603,18.846466,19.285133,12.518439,16148875
2003-05-14,19.447603,19.610073,18.813972,19.008936,12.339149,14766584
2003-05-21,18.895206,19.577579,18.854589,19.528837,12.676626,13608459
2003-05-28,19.699430,20.430544,19.520716,20.243704,13.140667,27022174
2003-06-04,20.251827,21.088547,20.146223,20.389927,13.235579,19495348
2003-06-11,20.398050,21.324127,20.373680,21.080421,13.683802,10949869
2003-06-18,21.031681,21.031681,19.926889,20.146223,13.077388,18200704
2003-06-25,20.073111,20.357433,19.731924,20.178717,13.159323,10564074
2003-07-02,20.308693,20.909828,20.227457,20.820471,13.577839,3696570
2003-07-09,20.714867,21.348497,20.349310,21.047930,13.726171,9771925
2003-07-16,21.137287,21.202274,20.503656,20.804224,13.567245,10191573
2003-07-23,20.852964,21.242891,20.601137,20.828594,13.583132,10533544
2003-07-30,20.958570,21.145411,20.000000,20.097483,13.106347,25722237
2003-08-06,20.211210,20.787977,20.113729,20.771730,13.546048,13194596
2003-08-13,20.893581,20.893581,20.536148,20.796101,13.561944,10145041
2003-08-20,20.674250,20.974817,20.194963,20.463037,13.344743,23122980
2003-08-27,20.430544,20.950447,20.235580,20.934200,13.652007,9955589
2003-09-03,20.991064,21.056051,20.714867,20.885460,13.620217,24238021
2003-09-10,20.747360,20.958570,20.511780,20.909828,13.636108,24378971
2003-09-17,20.958570,21.478474,20.877335,21.137287,13.784445,32153474
2003-09-24,21.242891,21.242891,20.373680,20.641754,13.532538,14010011
2003-10-01,20.714867,21.616571,20.714867,21.592201,14.155645,9461590
2003-10-08,21.600325,22.103981,21.486595,22.087734,14.480505,11890105
2003-10-15,22.274574,22.282698,21.714054,21.860275,14.331387,18848950
2003-10-22,21.567831,21.965881,21.405361,21.949635,14.389975,21699944
2003-10-29,21.811535,22.372055,21.811535,22.193338,14.549740,10310733
2003-11-05,22.168968,22.323315,21.892771,21.965881,14.400627,13403005
2003-11-12,22.055241,22.144598,21.470348,21.470348,14.075759,13966188
